시도,시군구,자격별,성별,연령구분,신청자,1등급,2등급,3등급,4등급,5등급,인지지원등급,등급외A,등급외B,등급외C
전북,완주군,감경,남자,65-69세,29 ,1 ,2 ,7 ,12 ,2 ,0 ,3 ,1 ,0 
전북,완주군,감경,남자,70-74세,51 ,2 ,3 ,10 ,26 ,3 ,3 ,1 ,2 ,0 
전북,완주군,감경,남자,75-79세,71 ,3 ,3 ,21 ,30 ,10 ,1 ,1 ,0 ,1 
전북,완주군,감경,남자,80-84세,99 ,2 ,9 ,22 ,43 ,18 ,1 ,0 ,0 ,0 
전북,완주군,감경,남자,85세이상,139 ,3 ,9 ,22 ,76 ,24 ,2 ,1 ,0 ,0 
전북,완주군,감경,여자,65세미만,22 ,1 ,2 ,7 ,10 ,1 ,1 ,0 ,0 ,0 
전북,완주군,감경,여자,65-69세,39 ,0 ,3 ,8 ,13 ,5 ,0 ,2 ,2 ,1 
전북,완주군,감경,여자,70-74세,88 ,5 ,4 ,22 ,36 ,9 ,1 ,1 ,1 ,0 
전북,완주군,감경,여자,75-79세,149 ,3 ,6 ,20 ,74 ,29 ,4 ,2 ,1 ,0 
전북,완주군,감경,여자,80-84세,395 ,8 ,27 ,53 ,211 ,57 ,11 ,2 ,1 ,0 
전북,완주군,감경,여자,85세이상,672 ,39 ,60 ,152 ,321 ,74 ,3 ,1 ,2 ,0 
전북,진안군,일반,남자,65세미만,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전북,진안군,일반,남자,65-69세,12 ,1 ,1 ,0 ,0 ,2 ,0 ,1 ,2 ,2 
전북,진안군,일반,남자,70-74세,22 ,0 ,1 ,5 ,6 ,0 ,0 ,3 ,0 ,1 
전북,진안군,일반,남자,75-79세,39 ,0 ,1 ,1 ,12 ,4 ,0 ,2 ,6 ,3 
전북,진안군,일반,남자,80-84세,56 ,0 ,2 ,12 ,22 ,11 ,0 ,3 ,3 ,1 
전북,진안군,일반,남자,85세이상,78 ,0 ,1 ,6 ,35 ,14 ,2 ,3 ,1 ,2 
전북,진안군,일반,여자,65세미만,5 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,1 
전북,진안군,일반,여자,65-69세,20 ,1 ,1 ,2 ,4 ,0 ,0 ,4 ,3 ,2 
전북,진안군,일반,여자,70-74세,36 ,2 ,0 ,2 ,4 ,1 ,2 ,9 ,5 ,4 
전북,진안군,일반,여자,75-79세,72 ,0 ,0 ,2 ,23 ,9 ,0 ,7 ,10 ,0 
전북,진안군,일반,여자,80-84세,160 ,0 ,0 ,13 ,72 ,28 ,2 ,12 ,11 ,0 
전북,진안군,일반,여자,85세이상,177 ,1 ,8 ,29 ,82 ,36 ,0 ,8 ,0 ,0 
전북,진안군,기초,남자,65세미만,10 ,0 ,0 ,3 ,5 ,0 ,0 ,1 ,0 ,0 
전북,진안군,기초,남자,65-69세,12 ,0 ,0 ,0 ,6 ,1 ,2 ,0 ,2 ,1 
전북,진안군,기초,남자,70-74세,8 ,0 ,0 ,3 ,4 ,0 ,0 ,0 ,1 ,0 
전북,진안군,기초,남자,75-79세,5 ,0 ,1 ,0 ,1 ,2 ,1 ,0 ,0 ,0 
전북,진안군,기초,남자,80-84세,13 ,0 ,0 ,3 ,4 ,4 ,0 ,0 ,0 ,0 
전북,진안군,기초,남자,85세이상,6 ,0 ,0 ,0 ,3 ,2 ,0 ,1 ,0 ,0 
전북,진안군,기초,여자,65세미만,8 ,0 ,0 ,3 ,2 ,3 ,0 ,0 ,0 ,0 
전북,진안군,기초,여자,65-69세,18 ,0 ,1 ,2 ,4 ,3 ,2 ,2 ,2 ,0 
전북,진안군,기초,여자,70-74세,28 ,0 ,1 ,2 ,10 ,5 ,0 ,3 ,2 ,4 
전북,진안군,기초,여자,75-79세,20 ,1 ,1 ,1 ,6 ,3 ,1 ,2 ,0 ,1 
전북,진안군,기초,여자,80-84세,25 ,0 ,2 ,5 ,9 ,5 ,1 ,1 ,0 ,1 
전북,진안군,기초,여자,85세이상,49 ,0 ,3 ,7 ,24 ,9 ,0 ,2 ,1 ,1 
전북,진안군,의료,남자,65-69세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전북,진안군,의료,남자,70-74세,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
전북,진안군,의료,남자,85세이상,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
전북,진안군,의료,여자,65세미만,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
전북,진안군,의료,여자,70-74세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전북,진안군,의료,여자,75-79세,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 
전북,진안군,의료,여자,80-84세,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전북,진안군,의료,여자,85세이상,7 ,0 ,1 ,1 ,4 ,1 ,0 ,0 ,0 ,0 
전북,진안군,감경,남자,65세미만,3 ,0 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,0 
전북,진안군,감경,남자,65-69세,11 ,1 ,1 ,3 ,3 ,1 ,0 ,0 ,0 ,0 
전북,진안군,감경,남자,70-74세,10 ,0 ,0 ,0 ,6 ,3 ,0 ,0 ,0 ,0 
전북,진안군,감경,남자,75-79세,31 ,0 ,1 ,4 ,16 ,7 ,0 ,0 ,0 ,0 
전북,진안군,감경,남자,80-84세,36 ,0 ,0 ,3 ,20 ,9 ,1 ,0 ,1 ,0 
전북,진안군,감경,남자,85세이상,50 ,1 ,1 ,5 ,28 ,11 ,1 ,0 ,1 ,0 
전북,진안군,감경,여자,65세미만,4 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,0 ,0 
전북,진안군,감경,여자,65-69세,16 ,0 ,2 ,1 ,11 ,1 ,0 ,0 ,0 ,0 
전북,진안군,감경,여자,70-74세,24 ,1 ,0 ,2 ,12 ,6 ,0 ,1 ,1 ,0 
전북,진안군,감경,여자,75-79세,62 ,0 ,2 ,13 ,26 ,10 ,3 ,1 ,1 ,0 
전북,진안군,감경,여자,80-84세,161 ,2 ,7 ,23 ,95 ,23 ,0 ,3 ,0 ,0 
전북,진안군,감경,여자,85세이상,266 ,1 ,13 ,56 ,150 ,32 ,5 ,1 ,0 ,0 
전북,무주군,일반,남자,65세미만,5 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,1 
전북,무주군,일반,남자,65-69세,12 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,4 ,1 
전북,무주군,일반,남자,70-74세,17 ,0 ,0 ,3 ,5 ,0 ,0 ,2 ,0 ,1 
전북,무주군,일반,남자,75-79세,23 ,0 ,0 ,2 ,6 ,1 ,2 ,2 ,4 ,1 
전북,무주군,일반,남자,80-84세,44 ,0 ,1 ,5 ,16 ,1 ,2 ,3 ,4 ,3 
전북,무주군,일반,남자,85세이상,51 ,0 ,0 ,7 ,17 ,11 ,1 ,3 ,4 ,0 
전북,무주군,일반,여자,65세미만,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
전북,무주군,일반,여자,65-69세,23 ,0 ,0 ,1 ,4 ,1 ,1 ,4 ,4 ,0 
전북,무주군,일반,여자,70-74세,25 ,0 ,1 ,1 ,2 ,1 ,0 ,4 ,4 ,3 
전북,무주군,일반,여자,75-79세,72 ,0 ,1 ,5 ,18 ,4 ,1 ,13 ,4 ,2 
전북,무주군,일반,여자,80-84세,133 ,0 ,0 ,9 ,51 ,12 ,1 ,15 ,5 ,2 
전북,무주군,일반,여자,85세이상,133 ,1 ,3 ,24 ,43 ,15 ,3 ,8 ,8 ,2 
전북,무주군,기초,남자,65세미만,9 ,1 ,0 ,2 ,1 ,2 ,0 ,0 ,1 ,0 
전북,무주군,기초,남자,65-69세,11 ,0 ,1 ,1 ,1 ,1 ,1 ,2 ,2 ,2 
전북,무주군,기초,남자,70-74세,13 ,0 ,0 ,0 ,5 ,1 ,0 ,0 ,2 ,2 
전북,무주군,기초,남자,75-79세,3 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 
전북,무주군,기초,남자,80-84세,4 ,0 ,0 ,1 ,2 ,0 ,0 ,0 ,1 ,0 
전북,무주군,기초,남자,85세이상,7 ,0 ,0 ,1 ,4 ,1 ,0 ,1 ,0 ,0 
전북,무주군,기초,여자,65세미만,6 ,0 ,0 ,0 ,2 ,1 ,0 ,1 ,0 ,0 
전북,무주군,기초,여자,65-69세,5 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,2 
전북,무주군,기초,여자,70-74세,15 ,0 ,0 ,2 ,5 ,2 ,0 ,1 ,4 ,0 
전북,무주군,기초,여자,75-79세,15 ,0 ,1 ,0 ,5 ,2 ,2 ,1 ,0 ,0 
전북,무주군,기초,여자,80-84세,29 ,0 ,0 ,8 ,13 ,4 ,0 ,1 ,0 ,0 
전북,무주군,기초,여자,85세이상,37 ,0 ,0 ,8 ,18 ,4 ,1 ,1 ,2 ,0 
전북,무주군,의료,남자,65세미만,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전북,무주군,의료,남자,75-79세,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
전북,무주군,의료,남자,80-84세,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전북,무주군,의료,남자,85세이상,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전북,무주군,의료,여자,65-69세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전북,무주군,의료,여자,70-74세,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전북,무주군,의료,여자,75-79세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전북,무주군,의료,여자,80-84세,3 ,0 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,0 
전북,무주군,의료,여자,85세이상,9 ,0 ,0 ,2 ,4 ,2 ,0 ,0 ,0 ,0 
전북,무주군,감경,남자,65세미만,6 ,0 ,0 ,1 ,5 ,0 ,0 ,0 ,0 ,0 
전북,무주군,감경,남자,65-69세,6 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 
전북,무주군,감경,남자,70-74세,10 ,0 ,1 ,3 ,3 ,2 ,0 ,0 ,0 ,0 
전북,무주군,감경,남자,75-79세,22 ,0 ,0 ,5 ,14 ,3 ,0 ,0 ,0 ,0 
전북,무주군,감경,남자,80-84세,32 ,1 ,2 ,4 ,13 ,10 ,1 ,0 ,0 ,0 
전북,무주군,감경,남자,85세이상,61 ,0 ,4 ,6 ,38 ,11 ,1 ,0 ,0 ,0 
전북,무주군,감경,여자,65세미만,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전북,무주군,감경,여자,65-69세,8 ,0 ,0 ,0 ,5 ,1 ,1 ,0 ,0 ,0 
전북,무주군,감경,여자,70-74세,22 ,1 ,5 ,2 ,9 ,2 ,0 ,0 ,0 ,0 
전북,무주군,감경,여자,75-79세,51 ,0 ,2 ,7 ,28 ,5 ,2 ,2 ,1 ,0 
전북,무주군,감경,여자,80-84세,132 ,1 ,3 ,20 ,66 ,31 ,2 ,2 ,0 ,0 
전북,무주군,감경,여자,85세이상,210 ,1 ,4 ,38 ,131 ,29 ,5 ,0 ,0 ,0 
전북,장수군,일반,남자,65세미만,3 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 
전북,장수군,일반,남자,65-69세,10 ,0 ,1 ,0 ,2 ,0 ,0 ,3 ,1 ,1 
전북,장수군,일반,남자,70-74세,21 ,0 ,0 ,4 ,9 ,0 ,0 ,1 ,4 ,0 
전북,장수군,일반,남자,75-79세,16 ,0 ,1 ,0 ,7 ,2 ,0 ,1 ,1 ,0 
전북,장수군,일반,남자,80-84세,38 ,0 ,2 ,2 ,21 ,2 ,0 ,2 ,3 ,1 
전북,장수군,일반,남자,85세이상,44 ,0 ,1 ,5 ,23 ,4 ,0 ,1 ,1 ,0 
전북,장수군,일반,여자,65세미만,6 ,0 ,0 ,3 ,2 ,0 ,0 ,1 ,0 ,0 
전북,장수군,일반,여자,65-69세,8 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,1 ,1 
전북,장수군,일반,여자,70-74세,30 ,0 ,0 ,3 ,3 ,2 ,1 ,2 ,7 ,0 
전북,장수군,일반,여자,75-79세,50 ,0 ,0 ,3 ,11 ,3 ,1 ,6 ,11 ,0 
전북,장수군,일반,여자,80-84세,103 ,1 ,3 ,11 ,41 ,9 ,0 ,13 ,7 ,0 
전북,장수군,일반,여자,85세이상,120 ,2 ,6 ,16 ,62 ,6 ,1 ,6 ,0 ,0 
전북,장수군,기초,남자,65세미만,12 ,0 ,0 ,0 ,2 ,1 ,0 ,2 ,5 ,2 
전북,장수군,기초,남자,65-69세,12 ,0 ,1 ,1 ,4 ,3 ,0 ,1 ,2 ,0 
전북,장수군,기초,남자,70-74세,12 ,0 ,1 ,0 ,5 ,1 ,0 ,2 ,2 ,0 
전북,장수군,기초,남자,75-79세,7 ,1 ,0 ,1 ,4 ,1 ,0 ,0 ,0 ,0 
전북,장수군,기초,남자,80-84세,5 ,0 ,0 ,1 ,4 ,0 ,0 ,0 ,0 ,0 
전북,장수군,기초,남자,85세이상,6 ,0 ,0 ,1 ,4 ,1 ,0 ,0 ,0 ,0 
전북,장수군,기초,여자,65세미만,5 ,0 ,1 ,1 ,1 ,0 ,0 ,1 ,0 ,1 
전북,장수군,기초,여자,65-69세,15 ,0 ,0 ,1 ,5 ,0 ,0 ,4 ,2 ,2 
전북,장수군,기초,여자,70-74세,14 ,0 ,0 ,3 ,6 ,0 ,0 ,1 ,2 ,1 
전북,장수군,기초,여자,75-79세,18 ,0 ,0 ,1 ,7 ,1 ,0 ,2 ,4 ,1 
전북,장수군,기초,여자,80-84세,26 ,0 ,1 ,3 ,14 ,2 ,0 ,2 ,0 ,1 
전북,장수군,기초,여자,85세이상,25 ,1 ,2 ,1 ,14 ,3 ,0 ,1 ,1 ,0 
전북,장수군,의료,남자,75-79세,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
전북,장수군,의료,남자,85세이상,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전북,장수군,의료,여자,65-69세,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전북,장수군,의료,여자,70-74세,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 
전북,장수군,의료,여자,75-79세,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 
전북,장수군,의료,여자,80-84세,2 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
전북,장수군,의료,여자,85세이상,4 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 
전북,장수군,감경,남자,65세미만,3 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
전북,장수군,감경,남자,65-69세,11 ,0 ,0 ,3 ,6 ,0 ,1 ,0 ,0 ,0 
전북,장수군,감경,남자,70-74세,9 ,0 ,0 ,1 ,7 ,0 ,0 ,0 ,0 ,1 
전북,장수군,감경,남자,75-79세,21 ,0 ,2 ,0 ,11 ,4 ,0 ,1 ,0 ,0 
전북,장수군,감경,남자,80-84세,18 ,0 ,0 ,5 ,11 ,1 ,0 ,0 ,0 ,0 
전북,장수군,감경,남자,85세이상,49 ,0 ,0 ,12 ,31 ,6 ,0 ,0 ,0 ,0 
전북,장수군,감경,여자,65세미만,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
전북,장수군,감경,여자,65-69세,11 ,0 ,1 ,2 ,3 ,2 ,0 ,0 ,1 ,0 
전북,장수군,감경,여자,70-74세,19 ,0 ,1 ,3 ,9 ,1 ,0 ,1 ,2 ,0 
전북,장수군,감경,여자,75-79세,33 ,1 ,0 ,3 ,21 ,2 ,0 ,0 ,1 ,0 
전북,장수군,감경,여자,80-84세,74 ,1 ,5 ,12 ,40 ,7 ,0 ,0 ,0 ,0 
전북,장수군,감경,여자,85세이상,172 ,4 ,10 ,35 ,99 ,15 ,0 ,0 ,0 ,0 
전북,임실군,일반,남자,65세미만,5 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 
전북,임실군,일반,남자,65-69세,8 ,1 ,0 ,1 ,4 ,0 ,0 ,1 ,0 ,1 
전북,임실군,일반,남자,70-74세,26 ,2 ,0 ,1 ,5 ,0 ,0 ,6 ,6 ,0 
전북,임실군,일반,남자,75-79세,48 ,0 ,2 ,6 ,17 ,3 ,0 ,7 ,6 ,0 
전북,임실군,일반,남자,80-84세,75 ,0 ,4 ,6 ,24 ,11 ,0 ,10 ,6 ,1 
전북,임실군,일반,남자,85세이상,86 ,0 ,2 ,14 ,33 ,13 ,1 ,4 ,0 ,6 
전북,임실군,일반,여자,65세미만,5 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,0 ,0 
전북,임실군,일반,여자,65-69세,26 ,0 ,1 ,0 ,2 ,2 ,0 ,8 ,2 ,0 
전북,임실군,일반,여자,70-74세,50 ,0 ,1 ,4 ,9 ,5 ,0 ,13 ,6 ,1 
전북,임실군,일반,여자,75-79세,110 ,0 ,2 ,6 ,30 ,9 ,4 ,17 ,18 ,0 
전북,임실군,일반,여자,80-84세,140 ,0 ,4 ,11 ,54 ,18 ,4 ,15 ,12 ,4 
전북,임실군,일반,여자,85세이상,170 ,2 ,8 ,27 ,60 ,18 ,5 ,20 ,10 ,0 
전북,임실군,기초,남자,65세미만,13 ,0 ,1 ,1 ,3 ,2 ,0 ,0 ,3 ,0 
전북,임실군,기초,남자,65-69세,21 ,0 ,0 ,3 ,6 ,1 ,2 ,4 ,2 ,1 
전북,임실군,기초,남자,70-74세,20 ,0 ,0 ,2 ,9 ,3 ,0 ,1 ,1 ,1 
전북,임실군,기초,남자,75-79세,9 ,0 ,0 ,0 ,5 ,2 ,1 ,0 ,0 ,0 
전북,임실군,기초,남자,80-84세,17 ,0 ,0 ,1 ,10 ,4 ,0 ,0 ,0 ,0 
전북,임실군,기초,남자,85세이상,7 ,0 ,0 ,2 ,3 ,1 ,0 ,0 ,1 ,0 
전북,임실군,기초,여자,65세미만,5 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,1 ,0 
전북,임실군,기초,여자,65-69세,12 ,0 ,0 ,0 ,2 ,1 ,1 ,0 ,4 ,1 
전북,임실군,기초,여자,70-74세,18 ,0 ,2 ,0 ,7 ,1 ,1 ,4 ,2 ,0 
전북,임실군,기초,여자,75-79세,19 ,0 ,2 ,2 ,5 ,3 ,0 ,3 ,2 ,1 
전북,임실군,기초,여자,80-84세,49 ,0 ,3 ,6 ,25 ,5 ,1 ,2 ,3 ,0 
전북,임실군,기초,여자,85세이상,43 ,1 ,4 ,8 ,22 ,7 ,0 ,0 ,0 ,0 
전북,임실군,의료,남자,65세미만,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전북,임실군,의료,남자,65-69세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전북,임실군,의료,남자,70-74세,2 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
전북,임실군,의료,남자,80-84세,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
전북,임실군,의료,남자,85세이상,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전북,임실군,의료,여자,70-74세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전북,임실군,의료,여자,75-79세,3 ,0 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,0 
전북,임실군,의료,여자,80-84세,4 ,0 ,1 ,0 ,2 ,1 ,0 ,0 ,0 ,0 
전북,임실군,의료,여자,85세이상,9 ,0 ,0 ,2 ,5 ,1 ,0 ,0 ,0 ,0 
전북,임실군,감경,남자,65세미만,3 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 
전북,임실군,감경,남자,65-69세,19 ,1 ,0 ,3 ,9 ,4 ,0 ,0 ,1 ,0 
전북,임실군,감경,남자,70-74세,16 ,1 ,1 ,5 ,4 ,3 ,0 ,0 ,0 ,0 
전북,임실군,감경,남자,75-79세,32 ,0 ,2 ,10 ,11 ,6 ,3 ,0 ,0 ,0 
전북,임실군,감경,남자,80-84세,50 ,3 ,1 ,11 ,23 ,4 ,2 ,0 ,1 ,0 
전북,임실군,감경,남자,85세이상,75 ,1 ,4 ,16 ,37 ,14 ,3 ,0 ,0 ,0 
전북,임실군,감경,여자,65세미만,7 ,1 ,1 ,1 ,2 ,0 ,0 ,0 ,0 ,0 
전북,임실군,감경,여자,65-69세,10 ,0 ,0 ,2 ,2 ,1 ,1 ,1 ,0 ,0 
전북,임실군,감경,여자,70-74세,35 ,2 ,2 ,2 ,17 ,5 ,2 ,1 ,1 ,0 
전북,임실군,감경,여자,75-79세,79 ,0 ,2 ,15 ,45 ,10 ,2 ,1 ,1 ,0 
전북,임실군,감경,여자,80-84세,223 ,2 ,7 ,40 ,120 ,38 ,5 ,0 ,0 ,0 
전북,임실군,감경,여자,85세이상,379 ,3 ,12 ,86 ,225 ,42 ,4 ,1 ,1 ,0 
전북,순창군,일반,남자,65세미만,5 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,1 ,0 
전북,순창군,일반,남자,65-69세,19 ,0 ,1 ,1 ,4 ,0 ,0 ,6 ,3 ,0 
전북,순창군,일반,남자,70-74세,19 ,0 ,0 ,2 ,3 ,2 ,0 ,4 ,3 ,1 
전북,순창군,일반,남자,75-79세,32 ,0 ,0 ,4 ,8 ,1 ,2 ,3 ,5 ,1 
전북,순창군,일반,남자,80-84세,71 ,0 ,5 ,7 ,25 ,2 ,3 ,4 ,5 ,2 
전북,순창군,일반,남자,85세이상,85 ,0 ,1 ,12 ,33 ,9 ,1 ,10 ,3 ,0 
전북,순창군,일반,여자,65세미만,10 ,0 ,1 ,0 ,3 ,1 ,0 ,4 ,0 ,0 
전북,순창군,일반,여자,65-69세,29 ,0 ,0 ,2 ,2 ,1 ,0 ,10 ,1 ,3 
전북,순창군,일반,여자,70-74세,61 ,0 ,0 ,3 ,8 ,2 ,1 ,19 ,8 ,1 
전북,순창군,일반,여자,75-79세,118 ,1 ,2 ,6 ,25 ,6 ,4 ,21 ,26 ,1 
전북,순창군,일반,여자,80-84세,209 ,0 ,6 ,11 ,83 ,30 ,3 ,24 ,12 ,2 
전북,순창군,일반,여자,85세이상,206 ,2 ,6 ,18 ,105 ,18 ,0 ,13 ,7 ,1 
전북,순창군,기초,남자,65세미만,15 ,0 ,3 ,0 ,3 ,0 ,2 ,2 ,3 ,1 
전북,순창군,기초,남자,65-69세,21 ,0 ,0 ,1 ,10 ,1 ,0 ,2 ,3 ,1 
전북,순창군,기초,남자,70-74세,7 ,0 ,1 ,0 ,1 ,1 ,0 ,3 ,0 ,0 
전북,순창군,기초,남자,75-79세,7 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,1 ,0 
전북,순창군,기초,남자,80-84세,5 ,0 ,0 ,0 ,2 ,0 ,1 ,2 ,0 ,0 
전북,순창군,기초,남자,85세이상,7 ,0 ,0 ,1 ,2 ,0 ,0 ,0 ,1 ,0 
전북,순창군,기초,여자,65세미만,6 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 
전북,순창군,기초,여자,65-69세,22 ,0 ,1 ,3 ,4 ,1 ,1 ,2 ,6 ,0 
전북,순창군,기초,여자,70-74세,21 ,1 ,0 ,2 ,5 ,2 ,0 ,2 ,5 ,0 
전북,순창군,기초,여자,75-79세,23 ,0 ,0 ,2 ,10 ,1 ,1 ,2 ,4 ,1 
전북,순창군,기초,여자,80-84세,44 ,1 ,0 ,6 ,26 ,0 ,1 ,3 ,1 ,1 
전북,순창군,기초,여자,85세이상,52 ,0 ,3 ,8 ,32 ,3 ,1 ,1 ,0 ,0 
전북,순창군,의료,남자,80-84세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전북,순창군,의료,남자,85세이상,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
전북,순창군,의료,여자,70-74세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전북,순창군,의료,여자,75-79세,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
전북,순창군,의료,여자,80-84세,3 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 
전북,순창군,의료,여자,85세이상,5 ,0 ,0 ,2 ,1 ,2 ,0 ,0 ,0 ,0 
전북,순창군,감경,남자,65세미만,3 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
전북,순창군,감경,남자,65-69세,7 ,0 ,0 ,2 ,4 ,0 ,0 ,0 ,0 ,0 
전북,순창군,감경,남자,70-74세,14 ,0 ,0 ,0 ,10 ,1 ,1 ,0 ,0 ,0 
전북,순창군,감경,남자,75-79세,20 ,2 ,0 ,1 ,12 ,3 ,2 ,0 ,0 ,0 
전북,순창군,감경,남자,80-84세,46 ,0 ,3 ,7 ,30 ,3 ,2 ,0 ,0 ,0 
전북,순창군,감경,남자,85세이상,61 ,0 ,2 ,5 ,42 ,11 ,0 ,0 ,0 ,0 
전북,순창군,감경,여자,65세미만,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전북,순창군,감경,여자,65-69세,9 ,1 ,0 ,2 ,3 ,2 ,0 ,0 ,0 ,0 
전북,순창군,감경,여자,70-74세,35 ,0 ,0 ,2 ,22 ,5 ,1 ,1 ,2 ,0 
전북,순창군,감경,여자,75-79세,81 ,2 ,6 ,8 ,44 ,7 ,3 ,1 ,2 ,0 
전북,순창군,감경,여자,80-84세,225 ,2 ,6 ,35 ,130 ,36 ,0 ,0 ,0 ,0 
전북,순창군,감경,여자,85세이상,284 ,3 ,10 ,51 ,188 ,22 ,1 ,0 ,0 ,0 
전북,고창군,일반,남자,65세미만,12 ,0 ,0 ,1 ,2 ,1 ,0 ,1 ,1 ,1 
전북,고창군,일반,남자,65-69세,44 ,0 ,2 ,8 ,6 ,3 ,0 ,5 ,8 ,1 
전북,고창군,일반,남자,70-74세,47 ,0 ,0 ,2 ,11 ,1 ,2 ,9 ,5 ,4 
전북,고창군,일반,남자,75-79세,98 ,1 ,4 ,7 ,28 ,10 ,1 ,10 ,7 ,5 
전북,고창군,일반,남자,80-84세,150 ,0 ,0 ,15 ,54 ,20 ,4 ,10 ,12 ,4 
전북,고창군,일반,남자,85세이상,155 ,1 ,4 ,14 ,74 ,22 ,4 ,7 ,8 ,3 
전북,고창군,일반,여자,65세미만,7 ,1 ,0 ,0 ,1 ,0 ,0 ,1 ,2 ,1 
전북,고창군,일반,여자,65-69세,51 ,2 ,0 ,4 ,8 ,0 ,0 ,9 ,7 ,1 
전북,고창군,일반,여자,70-74세,113 ,0 ,3 ,5 ,18 ,12 ,2 ,26 ,9 ,5 
전북,고창군,일반,여자,75-79세,214 ,0 ,5 ,12 ,66 ,18 ,5 ,33 ,22 ,4 
전북,고창군,일반,여자,80-84세,378 ,2 ,2 ,43 ,145 ,53 ,10 ,34 ,14 ,3 
전북,고창군,일반,여자,85세이상,374 ,1 ,16 ,36 ,186 ,42 ,5 ,27 ,10 ,2 
전북,고창군,기초,남자,65세미만,23 ,0 ,4 ,3 ,7 ,1 ,0 ,3 ,3 ,0 
전북,고창군,기초,남자,65-69세,44 ,0 ,3 ,5 ,8 ,5 ,3 ,5 ,5 ,5 
