시도,시군구,자격별,성별,연령구분,신청자,1등급,2등급,3등급,4등급,5등급,인지지원등급,등급외A,등급외B,등급외C
대구,남구,기초,여자,65-69세,91 ,3 ,3 ,12 ,35 ,3 ,1 ,9 ,7 ,4 
대구,남구,기초,여자,70-74세,117 ,2 ,1 ,22 ,46 ,9 ,2 ,8 ,4 ,0 
대구,남구,기초,여자,75-79세,131 ,2 ,5 ,24 ,47 ,12 ,3 ,10 ,5 ,3 
대구,남구,기초,여자,80-84세,232 ,6 ,15 ,58 ,100 ,17 ,1 ,8 ,5 ,1 
대구,남구,기초,여자,85세이상,269 ,16 ,38 ,68 ,97 ,21 ,0 ,6 ,3 ,0 
대구,남구,의료,남자,65세미만,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
대구,남구,의료,남자,65-69세,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
대구,남구,의료,남자,70-74세,5 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 
대구,남구,의료,남자,75-79세,3 ,0 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,0 
대구,남구,의료,남자,80-84세,2 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
대구,남구,의료,남자,85세이상,8 ,0 ,0 ,1 ,1 ,2 ,0 ,1 ,0 ,0 
대구,남구,의료,여자,65-69세,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 
대구,남구,의료,여자,70-74세,8 ,1 ,0 ,3 ,3 ,0 ,1 ,0 ,0 ,0 
대구,남구,의료,여자,75-79세,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 
대구,남구,의료,여자,80-84세,3 ,0 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,0 
대구,남구,의료,여자,85세이상,37 ,3 ,2 ,13 ,14 ,4 ,0 ,0 ,0 ,0 
대구,남구,감경,남자,65세미만,31 ,3 ,4 ,4 ,12 ,1 ,0 ,1 ,1 ,0 
대구,남구,감경,남자,65-69세,49 ,4 ,5 ,8 ,19 ,4 ,0 ,3 ,2 ,0 
대구,남구,감경,남자,70-74세,73 ,4 ,6 ,19 ,33 ,6 ,1 ,0 ,0 ,0 
대구,남구,감경,남자,75-79세,94 ,4 ,5 ,19 ,46 ,9 ,1 ,1 ,2 ,0 
대구,남구,감경,남자,80-84세,135 ,1 ,17 ,24 ,63 ,21 ,0 ,2 ,1 ,1 
대구,남구,감경,남자,85세이상,141 ,3 ,11 ,39 ,61 ,22 ,0 ,0 ,0 ,0 
대구,남구,감경,여자,65세미만,25 ,3 ,6 ,9 ,4 ,2 ,0 ,0 ,0 ,0 
대구,남구,감경,여자,65-69세,52 ,5 ,6 ,12 ,21 ,1 ,2 ,1 ,0 ,0 
대구,남구,감경,여자,70-74세,120 ,5 ,12 ,23 ,42 ,16 ,2 ,4 ,2 ,0 
대구,남구,감경,여자,75-79세,226 ,10 ,20 ,56 ,86 ,26 ,3 ,3 ,0 ,2 
대구,남구,감경,여자,80-84세,437 ,20 ,27 ,101 ,208 ,49 ,3 ,3 ,0 ,1 
대구,남구,감경,여자,85세이상,652 ,35 ,73 ,223 ,245 ,50 ,3 ,1 ,0 ,0 
대구,북구,일반,남자,65세미만,97 ,3 ,5 ,14 ,17 ,3 ,0 ,17 ,7 ,6 
대구,북구,일반,남자,65-69세,155 ,6 ,5 ,40 ,31 ,0 ,1 ,14 ,8 ,8 
대구,북구,일반,남자,70-74세,265 ,11 ,11 ,59 ,69 ,17 ,6 ,19 ,14 ,3 
대구,북구,일반,남자,75-79세,317 ,14 ,16 ,60 ,85 ,23 ,10 ,21 ,21 ,7 
대구,북구,일반,남자,80-84세,412 ,9 ,26 ,81 ,111 ,58 ,12 ,24 ,15 ,4 
대구,북구,일반,남자,85세이상,369 ,13 ,25 ,90 ,110 ,40 ,3 ,18 ,8 ,2 
대구,북구,일반,여자,65세미만,93 ,10 ,2 ,10 ,18 ,2 ,0 ,9 ,9 ,4 
대구,북구,일반,여자,65-69세,197 ,14 ,13 ,20 ,27 ,11 ,1 ,28 ,15 ,12 
대구,북구,일반,여자,70-74세,363 ,17 ,17 ,58 ,78 ,27 ,7 ,37 ,31 ,5 
대구,북구,일반,여자,75-79세,689 ,21 ,37 ,127 ,167 ,50 ,23 ,67 ,36 ,14 
대구,북구,일반,여자,80-84세,1064 ,34 ,60 ,227 ,336 ,122 ,16 ,60 ,43 ,14 
대구,북구,일반,여자,85세이상,1036 ,41 ,100 ,281 ,376 ,71 ,12 ,19 ,21 ,4 
대구,북구,기초,남자,65세미만,165 ,7 ,13 ,33 ,37 ,17 ,2 ,11 ,8 ,8 
대구,북구,기초,남자,65-69세,122 ,3 ,4 ,16 ,31 ,12 ,6 ,9 ,11 ,6 
대구,북구,기초,남자,70-74세,115 ,3 ,3 ,31 ,32 ,9 ,2 ,7 ,9 ,6 
대구,북구,기초,남자,75-79세,76 ,1 ,5 ,12 ,29 ,10 ,2 ,5 ,3 ,0 
대구,북구,기초,남자,80-84세,86 ,3 ,6 ,21 ,31 ,10 ,3 ,1 ,4 ,0 
대구,북구,기초,남자,85세이상,64 ,4 ,3 ,15 ,30 ,2 ,1 ,2 ,0 ,0 
대구,북구,기초,여자,65세미만,70 ,6 ,12 ,13 ,11 ,10 ,2 ,7 ,3 ,1 
대구,북구,기초,여자,65-69세,89 ,2 ,7 ,17 ,31 ,10 ,2 ,4 ,2 ,0 
대구,북구,기초,여자,70-74세,145 ,5 ,9 ,27 ,40 ,16 ,3 ,10 ,9 ,1 
대구,북구,기초,여자,75-79세,238 ,9 ,20 ,39 ,89 ,26 ,4 ,10 ,8 ,3 
대구,북구,기초,여자,80-84세,376 ,12 ,31 ,87 ,146 ,44 ,3 ,13 ,7 ,1 
대구,북구,기초,여자,85세이상,406 ,23 ,45 ,139 ,129 ,32 ,2 ,6 ,5 ,1 
대구,북구,의료,남자,65세미만,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
대구,북구,의료,남자,65-69세,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
대구,북구,의료,남자,70-74세,3 ,0 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,0 
대구,북구,의료,남자,75-79세,7 ,0 ,1 ,2 ,2 ,2 ,0 ,0 ,0 ,0 
대구,북구,의료,남자,80-84세,4 ,0 ,0 ,2 ,1 ,1 ,0 ,0 ,0 ,0 
대구,북구,의료,남자,85세이상,14 ,0 ,1 ,3 ,8 ,0 ,0 ,0 ,0 ,0 
대구,북구,의료,여자,65세미만,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
대구,북구,의료,여자,70-74세,5 ,0 ,0 ,0 ,1 ,2 ,0 ,0 ,0 ,0 
대구,북구,의료,여자,75-79세,4 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 
대구,북구,의료,여자,80-84세,21 ,0 ,3 ,3 ,7 ,2 ,0 ,0 ,1 ,0 
대구,북구,의료,여자,85세이상,91 ,1 ,9 ,33 ,29 ,12 ,1 ,0 ,1 ,1 
대구,북구,감경,남자,65세미만,88 ,14 ,9 ,24 ,20 ,4 ,3 ,3 ,0 ,0 
대구,북구,감경,남자,65-69세,149 ,11 ,14 ,52 ,48 ,8 ,3 ,3 ,2 ,1 
대구,북구,감경,남자,70-74세,164 ,5 ,12 ,41 ,71 ,21 ,3 ,1 ,0 ,1 
대구,북구,감경,남자,75-79세,187 ,8 ,11 ,57 ,67 ,26 ,5 ,2 ,2 ,0 
대구,북구,감경,남자,80-84세,277 ,16 ,20 ,76 ,105 ,40 ,9 ,1 ,1 ,2 
대구,북구,감경,남자,85세이상,260 ,7 ,27 ,81 ,110 ,20 ,5 ,1 ,1 ,0 
대구,북구,감경,여자,65세미만,57 ,7 ,2 ,20 ,18 ,3 ,0 ,1 ,0 ,1 
대구,북구,감경,여자,65-69세,102 ,10 ,7 ,28 ,28 ,10 ,3 ,2 ,1 ,1 
대구,북구,감경,여자,70-74세,240 ,15 ,20 ,64 ,85 ,24 ,6 ,4 ,1 ,0 
대구,북구,감경,여자,75-79세,459 ,23 ,37 ,107 ,173 ,68 ,12 ,5 ,2 ,1 
대구,북구,감경,여자,80-84세,988 ,42 ,84 ,282 ,385 ,122 ,23 ,4 ,7 ,0 
대구,북구,감경,여자,85세이상,1293 ,66 ,166 ,485 ,450 ,96 ,6 ,0 ,2 ,0 
대구,수성구,일반,남자,65세미만,61 ,5 ,0 ,14 ,9 ,2 ,0 ,8 ,2 ,2 
대구,수성구,일반,남자,65-69세,138 ,4 ,7 ,23 ,42 ,4 ,1 ,15 ,12 ,0 
대구,수성구,일반,남자,70-74세,221 ,7 ,16 ,57 ,62 ,7 ,1 ,16 ,10 ,3 
대구,수성구,일반,남자,75-79세,339 ,8 ,19 ,77 ,111 ,30 ,4 ,21 ,9 ,2 
대구,수성구,일반,남자,80-84세,460 ,18 ,21 ,94 ,148 ,63 ,8 ,23 ,17 ,3 
대구,수성구,일반,남자,85세이상,656 ,15 ,36 ,148 ,278 ,56 ,14 ,32 ,11 ,4 
대구,수성구,일반,여자,65세미만,64 ,2 ,5 ,12 ,8 ,2 ,0 ,15 ,2 ,5 
대구,수성구,일반,여자,65-69세,167 ,5 ,9 ,18 ,38 ,8 ,0 ,21 ,8 ,5 
대구,수성구,일반,여자,70-74세,331 ,12 ,18 ,46 ,91 ,28 ,2 ,43 ,19 ,1 
대구,수성구,일반,여자,75-79세,734 ,19 ,48 ,103 ,211 ,80 ,20 ,68 ,36 ,8 
대구,수성구,일반,여자,80-84세,1250 ,35 ,81 ,220 ,445 ,151 ,19 ,57 ,48 ,6 
대구,수성구,일반,여자,85세이상,1518 ,71 ,132 ,346 ,594 ,158 ,15 ,41 ,19 ,3 
대구,수성구,기초,남자,65세미만,93 ,2 ,12 ,12 ,27 ,3 ,2 ,16 ,4 ,1 
대구,수성구,기초,남자,65-69세,146 ,3 ,5 ,19 ,58 ,10 ,2 ,11 ,19 ,3 
대구,수성구,기초,남자,70-74세,101 ,2 ,5 ,14 ,33 ,10 ,1 ,8 ,9 ,4 
대구,수성구,기초,남자,75-79세,76 ,1 ,7 ,14 ,27 ,12 ,0 ,3 ,2 ,0 
대구,수성구,기초,남자,80-84세,91 ,4 ,4 ,14 ,37 ,14 ,0 ,4 ,5 ,0 
대구,수성구,기초,남자,85세이상,46 ,2 ,3 ,11 ,23 ,4 ,0 ,1 ,1 ,0 
대구,수성구,기초,여자,65세미만,63 ,3 ,4 ,7 ,16 ,7 ,0 ,7 ,3 ,4 
대구,수성구,기초,여자,65-69세,140 ,3 ,3 ,14 ,44 ,11 ,3 ,12 ,12 ,3 
대구,수성구,기초,여자,70-74세,147 ,4 ,3 ,16 ,41 ,13 ,2 ,16 ,9 ,3 
대구,수성구,기초,여자,75-79세,216 ,5 ,12 ,34 ,83 ,22 ,2 ,13 ,11 ,3 
대구,수성구,기초,여자,80-84세,336 ,14 ,24 ,62 ,114 ,50 ,3 ,14 ,13 ,1 
대구,수성구,기초,여자,85세이상,384 ,18 ,45 ,89 ,144 ,44 ,3 ,11 ,4 ,0 
대구,수성구,의료,남자,65-69세,3 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
대구,수성구,의료,남자,70-74세,7 ,0 ,0 ,2 ,2 ,1 ,0 ,1 ,1 ,0 
대구,수성구,의료,남자,75-79세,6 ,1 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 
대구,수성구,의료,남자,80-84세,5 ,0 ,1 ,1 ,3 ,0 ,0 ,0 ,0 ,0 
대구,수성구,의료,남자,85세이상,11 ,3 ,0 ,1 ,5 ,0 ,0 ,0 ,0 ,0 
대구,수성구,의료,여자,65세미만,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
대구,수성구,의료,여자,65-69세,3 ,1 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
대구,수성구,의료,여자,70-74세,7 ,0 ,0 ,1 ,2 ,3 ,0 ,0 ,1 ,0 
대구,수성구,의료,여자,75-79세,6 ,0 ,0 ,1 ,3 ,0 ,0 ,1 ,0 ,0 
대구,수성구,의료,여자,80-84세,20 ,0 ,0 ,8 ,3 ,4 ,0 ,0 ,2 ,0 
대구,수성구,의료,여자,85세이상,65 ,7 ,3 ,17 ,27 ,3 ,0 ,1 ,1 ,0 
대구,수성구,감경,남자,65세미만,35 ,0 ,4 ,14 ,11 ,2 ,0 ,2 ,0 ,0 
대구,수성구,감경,남자,65-69세,52 ,2 ,5 ,21 ,15 ,4 ,1 ,0 ,0 ,0 
대구,수성구,감경,남자,70-74세,99 ,4 ,6 ,26 ,53 ,8 ,1 ,0 ,0 ,0 
대구,수성구,감경,남자,75-79세,96 ,2 ,8 ,28 ,37 ,16 ,2 ,0 ,0 ,0 
대구,수성구,감경,남자,80-84세,141 ,3 ,10 ,38 ,55 ,26 ,3 ,1 ,0 ,0 
대구,수성구,감경,남자,85세이상,179 ,8 ,11 ,50 ,88 ,21 ,0 ,0 ,0 ,0 
대구,수성구,감경,여자,65세미만,26 ,2 ,2 ,8 ,11 ,1 ,0 ,0 ,0 ,0 
대구,수성구,감경,여자,65-69세,72 ,6 ,5 ,16 ,23 ,7 ,2 ,1 ,3 ,0 
대구,수성구,감경,여자,70-74세,125 ,4 ,11 ,32 ,47 ,14 ,0 ,3 ,2 ,0 
대구,수성구,감경,여자,75-79세,254 ,15 ,22 ,59 ,110 ,17 ,4 ,5 ,1 ,2 
대구,수성구,감경,여자,80-84세,546 ,17 ,44 ,129 ,244 ,79 ,8 ,6 ,3 ,0 
대구,수성구,감경,여자,85세이상,870 ,50 ,118 ,237 ,348 ,74 ,11 ,4 ,1 ,0 
대구,달서구,일반,남자,65세미만,113 ,4 ,8 ,12 ,10 ,1 ,0 ,33 ,10 ,3 
대구,달서구,일반,남자,65-69세,196 ,4 ,9 ,31 ,47 ,5 ,2 ,32 ,10 ,4 
대구,달서구,일반,남자,70-74세,286 ,5 ,23 ,45 ,79 ,21 ,2 ,41 ,11 ,3 
대구,달서구,일반,남자,75-79세,383 ,12 ,16 ,65 ,120 ,29 ,1 ,40 ,14 ,5 
대구,달서구,일반,남자,80-84세,485 ,4 ,18 ,99 ,166 ,61 ,10 ,27 ,20 ,8 
대구,달서구,일반,남자,85세이상,513 ,14 ,38 ,101 ,207 ,44 ,8 ,28 ,11 ,2 
대구,달서구,일반,여자,65세미만,82 ,8 ,5 ,11 ,11 ,6 ,0 ,15 ,5 ,3 
대구,달서구,일반,여자,65-69세,215 ,6 ,11 ,23 ,33 ,7 ,2 ,34 ,20 ,0 
대구,달서구,일반,여자,70-74세,461 ,8 ,14 ,54 ,115 ,31 ,4 ,70 ,28 ,9 
대구,달서구,일반,여자,75-79세,708 ,8 ,18 ,87 ,203 ,67 ,14 ,84 ,30 ,6 
대구,달서구,일반,여자,80-84세,1273 ,29 ,52 ,196 ,473 ,140 ,12 ,104 ,47 ,4 
대구,달서구,일반,여자,85세이상,1312 ,29 ,92 ,315 ,523 ,108 ,5 ,60 ,24 ,3 
대구,달서구,기초,남자,65세미만,209 ,6 ,12 ,30 ,45 ,26 ,5 ,27 ,11 ,8 
대구,달서구,기초,남자,65-69세,262 ,5 ,13 ,31 ,73 ,34 ,4 ,19 ,29 ,7 
대구,달서구,기초,남자,70-74세,209 ,5 ,2 ,20 ,75 ,34 ,4 ,22 ,14 ,4 
대구,달서구,기초,남자,75-79세,129 ,1 ,2 ,16 ,50 ,15 ,6 ,12 ,12 ,2 
대구,달서구,기초,남자,80-84세,122 ,1 ,3 ,16 ,52 ,20 ,4 ,2 ,6 ,2 
대구,달서구,기초,남자,85세이상,66 ,0 ,2 ,13 ,28 ,16 ,0 ,2 ,2 ,0 
대구,달서구,기초,여자,65세미만,119 ,1 ,2 ,16 ,29 ,15 ,3 ,17 ,9 ,5 
대구,달서구,기초,여자,65-69세,217 ,9 ,3 ,30 ,60 ,22 ,4 ,28 ,20 ,4 
대구,달서구,기초,여자,70-74세,248 ,7 ,8 ,23 ,91 ,30 ,4 ,29 ,10 ,2 
대구,달서구,기초,여자,75-79세,310 ,6 ,9 ,44 ,113 ,50 ,5 ,20 ,15 ,1 
대구,달서구,기초,여자,80-84세,487 ,8 ,30 ,86 ,211 ,69 ,7 ,20 ,6 ,1 
대구,달서구,기초,여자,85세이상,519 ,13 ,42 ,116 ,243 ,48 ,4 ,17 ,3 ,0 
대구,달서구,의료,남자,65세미만,3 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 
대구,달서구,의료,남자,65-69세,2 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 
대구,달서구,의료,남자,70-74세,16 ,0 ,0 ,6 ,7 ,0 ,0 ,0 ,2 ,0 
대구,달서구,의료,남자,75-79세,31 ,2 ,2 ,8 ,10 ,3 ,0 ,3 ,1 ,0 
대구,달서구,의료,남자,80-84세,7 ,2 ,0 ,1 ,1 ,1 ,1 ,0 ,0 ,0 
대구,달서구,의료,남자,85세이상,26 ,2 ,3 ,8 ,5 ,0 ,0 ,1 ,1 ,0 
대구,달서구,의료,여자,65세미만,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
대구,달서구,의료,여자,65-69세,6 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 
대구,달서구,의료,여자,70-74세,11 ,2 ,0 ,2 ,5 ,0 ,0 ,1 ,0 ,0 
대구,달서구,의료,여자,75-79세,16 ,1 ,1 ,2 ,4 ,3 ,0 ,1 ,0 ,0 
대구,달서구,의료,여자,80-84세,21 ,0 ,1 ,4 ,8 ,2 ,0 ,2 ,1 ,0 
대구,달서구,의료,여자,85세이상,87 ,2 ,7 ,22 ,38 ,10 ,0 ,1 ,0 ,0 
대구,달서구,감경,남자,65세미만,63 ,5 ,4 ,19 ,24 ,0 ,1 ,2 ,0 ,1 
대구,달서구,감경,남자,65-69세,138 ,5 ,9 ,32 ,62 ,18 ,2 ,2 ,2 ,0 
대구,달서구,감경,남자,70-74세,159 ,6 ,12 ,40 ,72 ,17 ,1 ,2 ,1 ,0 
대구,달서구,감경,남자,75-79세,207 ,9 ,16 ,52 ,78 ,32 ,4 ,3 ,4 ,1 
대구,달서구,감경,남자,80-84세,264 ,3 ,18 ,57 ,126 ,39 ,5 ,2 ,2 ,2 
대구,달서구,감경,남자,85세이상,264 ,6 ,12 ,81 ,124 ,31 ,2 ,1 ,1 ,0 
대구,달서구,감경,여자,65세미만,66 ,6 ,5 ,17 ,24 ,9 ,0 ,0 ,0 ,0 
대구,달서구,감경,여자,65-69세,98 ,6 ,6 ,25 ,35 ,8 ,3 ,2 ,0 ,0 
대구,달서구,감경,여자,70-74세,235 ,9 ,11 ,48 ,98 ,31 ,5 ,5 ,2 ,0 
대구,달서구,감경,여자,75-79세,450 ,12 ,35 ,81 ,217 ,59 ,7 ,11 ,0 ,0 
대구,달서구,감경,여자,80-84세,930 ,16 ,79 ,203 ,448 ,121 ,13 ,7 ,5 ,0 
대구,달서구,감경,여자,85세이상,1247 ,42 ,150 ,348 ,542 ,116 ,16 ,4 ,1 ,0 
대구,달성군,일반,남자,65세미만,46 ,2 ,2 ,5 ,6 ,1 ,2 ,8 ,4 ,1 
대구,달성군,일반,남자,65-69세,85 ,2 ,2 ,19 ,19 ,7 ,1 ,14 ,3 ,0 
대구,달성군,일반,남자,70-74세,141 ,2 ,8 ,31 ,27 ,12 ,1 ,19 ,6 ,4 
대구,달성군,일반,남자,75-79세,156 ,3 ,8 ,34 ,51 ,8 ,4 ,10 ,3 ,4 
대구,달성군,일반,남자,80-84세,208 ,1 ,8 ,51 ,71 ,21 ,6 ,6 ,7 ,2 
대구,달성군,일반,남자,85세이상,239 ,5 ,18 ,53 ,86 ,30 ,2 ,11 ,4 ,1 
대구,달성군,일반,여자,65세미만,38 ,1 ,4 ,2 ,2 ,1 ,0 ,10 ,5 ,1 
대구,달성군,일반,여자,65-69세,88 ,1 ,4 ,9 ,13 ,7 ,1 ,16 ,7 ,3 
대구,달성군,일반,여자,70-74세,185 ,5 ,11 ,17 ,44 ,7 ,3 ,24 ,12 ,7 
대구,달성군,일반,여자,75-79세,331 ,7 ,11 ,55 ,87 ,34 ,14 ,29 ,16 ,5 
대구,달성군,일반,여자,80-84세,579 ,14 ,43 ,120 ,171 ,59 ,13 ,31 ,20 ,2 
대구,달성군,일반,여자,85세이상,702 ,37 ,75 ,163 ,224 ,85 ,6 ,26 ,6 ,2 
대구,달성군,기초,남자,65세미만,67 ,1 ,8 ,9 ,15 ,1 ,2 ,5 ,3 ,7 
대구,달성군,기초,남자,65-69세,60 ,1 ,2 ,17 ,18 ,8 ,0 ,5 ,3 ,2 
대구,달성군,기초,남자,70-74세,48 ,1 ,2 ,13 ,19 ,4 ,2 ,2 ,1 ,1 
대구,달성군,기초,남자,75-79세,46 ,0 ,1 ,7 ,18 ,5 ,0 ,4 ,2 ,3 
대구,달성군,기초,남자,80-84세,50 ,3 ,4 ,8 ,16 ,6 ,2 ,1 ,0 ,1 
대구,달성군,기초,남자,85세이상,33 ,0 ,0 ,8 ,16 ,3 ,0 ,1 ,0 ,1 
대구,달성군,기초,여자,65세미만,45 ,2 ,3 ,5 ,7 ,3 ,2 ,7 ,3 ,3 
대구,달성군,기초,여자,65-69세,66 ,3 ,3 ,4 ,21 ,9 ,2 ,4 ,3 ,2 
대구,달성군,기초,여자,70-74세,94 ,4 ,3 ,13 ,26 ,23 ,4 ,6 ,4 ,3 
대구,달성군,기초,여자,75-79세,130 ,4 ,6 ,15 ,45 ,16 ,0 ,9 ,4 ,4 
대구,달성군,기초,여자,80-84세,168 ,7 ,7 ,29 ,66 ,16 ,4 ,10 ,3 ,1 
대구,달성군,기초,여자,85세이상,212 ,14 ,31 ,74 ,56 ,14 ,4 ,5 ,2 ,0 
대구,달성군,의료,남자,65세미만,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
대구,달성군,의료,남자,65-69세,2 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
대구,달성군,의료,남자,70-74세,8 ,0 ,0 ,2 ,2 ,1 ,0 ,0 ,0 ,0 
대구,달성군,의료,남자,75-79세,6 ,0 ,1 ,2 ,1 ,0 ,1 ,1 ,0 ,0 
대구,달성군,의료,남자,80-84세,6 ,0 ,0 ,1 ,5 ,0 ,0 ,0 ,0 ,0 
대구,달성군,의료,남자,85세이상,6 ,0 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 
대구,달성군,의료,여자,65세미만,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
대구,달성군,의료,여자,65-69세,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
대구,달성군,의료,여자,70-74세,6 ,0 ,1 ,1 ,2 ,1 ,0 ,1 ,0 ,0 
대구,달성군,의료,여자,75-79세,7 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 
대구,달성군,의료,여자,80-84세,11 ,0 ,1 ,2 ,3 ,2 ,0 ,0 ,0 ,0 
대구,달성군,의료,여자,85세이상,44 ,2 ,4 ,10 ,23 ,2 ,0 ,0 ,0 ,0 
대구,달성군,감경,남자,65세미만,16 ,1 ,4 ,3 ,5 ,2 ,0 ,0 ,0 ,0 
대구,달성군,감경,남자,65-69세,56 ,3 ,5 ,13 ,23 ,6 ,1 ,0 ,0 ,0 
대구,달성군,감경,남자,70-74세,80 ,3 ,5 ,22 ,33 ,8 ,3 ,1 ,1 ,0 
대구,달성군,감경,남자,75-79세,99 ,2 ,9 ,22 ,44 ,14 ,3 ,0 ,0 ,0 
대구,달성군,감경,남자,80-84세,112 ,1 ,10 ,29 ,49 ,18 ,2 ,0 ,0 ,0 
대구,달성군,감경,남자,85세이상,156 ,4 ,12 ,41 ,72 ,12 ,5 ,0 ,0 ,0 
대구,달성군,감경,여자,65세미만,24 ,1 ,1 ,6 ,12 ,2 ,0 ,0 ,0 ,0 
대구,달성군,감경,여자,65-69세,56 ,6 ,5 ,10 ,22 ,4 ,2 ,0 ,1 ,0 
대구,달성군,감경,여자,70-74세,105 ,8 ,6 ,22 ,39 ,19 ,2 ,1 ,0 ,0 
대구,달성군,감경,여자,75-79세,181 ,9 ,12 ,47 ,65 ,21 ,8 ,2 ,1 ,1 
대구,달성군,감경,여자,80-84세,468 ,24 ,50 ,111 ,186 ,59 ,11 ,4 ,0 ,0 
대구,달성군,감경,여자,85세이상,758 ,45 ,96 ,248 ,271 ,66 ,9 ,0 ,0 ,1 
대구,군위군,일반,남자,65세미만,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 
대구,군위군,일반,남자,65-69세,17 ,0 ,0 ,3 ,3 ,0 ,0 ,4 ,1 ,2 
대구,군위군,일반,남자,70-74세,24 ,0 ,0 ,5 ,4 ,0 ,0 ,3 ,1 ,0 
대구,군위군,일반,남자,75-79세,46 ,0 ,2 ,9 ,9 ,4 ,1 ,4 ,3 ,0 
대구,군위군,일반,남자,80-84세,69 ,0 ,2 ,10 ,25 ,7 ,2 ,6 ,6 ,1 
대구,군위군,일반,남자,85세이상,78 ,0 ,4 ,10 ,29 ,8 ,2 ,4 ,6 ,0 
대구,군위군,일반,여자,65세미만,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
대구,군위군,일반,여자,65-69세,24 ,2 ,0 ,2 ,3 ,0 ,1 ,7 ,3 ,0 
대구,군위군,일반,여자,70-74세,41 ,1 ,0 ,1 ,7 ,5 ,1 ,11 ,4 ,1 
대구,군위군,일반,여자,75-79세,95 ,0 ,2 ,9 ,23 ,5 ,1 ,11 ,13 ,2 
대구,군위군,일반,여자,80-84세,162 ,6 ,7 ,20 ,49 ,20 ,3 ,14 ,7 ,2 
대구,군위군,일반,여자,85세이상,175 ,2 ,8 ,26 ,76 ,18 ,3 ,14 ,7 ,0 
대구,군위군,기초,남자,65세미만,6 ,2 ,0 ,1 ,2 ,0 ,0 ,1 ,0 ,0 
대구,군위군,기초,남자,65-69세,12 ,0 ,0 ,2 ,4 ,2 ,0 ,1 ,2 ,0 
대구,군위군,기초,남자,70-74세,6 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,1 ,0 
대구,군위군,기초,남자,75-79세,4 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,1 ,1 
대구,군위군,기초,남자,80-84세,8 ,0 ,0 ,2 ,4 ,1 ,0 ,1 ,0 ,0 
대구,군위군,기초,남자,85세이상,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 
대구,군위군,기초,여자,65세미만,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
대구,군위군,기초,여자,65-69세,9 ,0 ,1 ,0 ,1 ,1 ,1 ,0 ,3 ,0 
대구,군위군,기초,여자,70-74세,10 ,1 ,0 ,0 ,4 ,0 ,0 ,2 ,0 ,0 
대구,군위군,기초,여자,75-79세,18 ,0 ,0 ,2 ,7 ,3 ,0 ,1 ,4 ,1 
대구,군위군,기초,여자,80-84세,31 ,1 ,0 ,6 ,12 ,7 ,0 ,1 ,2 ,1 
대구,군위군,기초,여자,85세이상,45 ,0 ,3 ,14 ,21 ,4 ,0 ,0 ,0 ,0 
대구,군위군,의료,남자,65세미만,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
대구,군위군,의료,남자,65-69세,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
대구,군위군,의료,남자,70-74세,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 
